model	target	subset	gene	sprpv	prspv	sprrho	prsrho
broad	broad	train	infB	5.9057452171910124e-05	9.102972686200922e-06	0.8846153846153846	0.9188774519817591
broad	broad	train	infC	0.00014744785947619764	0.0014448757972379256	0.8626373626373626	0.7859864408373628
broad	broad	train	iscS	0.5411235235098939	0.17613756961209598	0.1868131868131868	0.3995886495152323
broad	broad	train	ispF	0.00026601205575225274	0.016132517245226442	0.8461538461538461	0.6501864872706181
broad	broad	train	leuS	0.00032622243912051196	0.0017358284249731994	0.6499145299145299	0.5839552028956517
broad	broad	train	ligA	0.02353816709643306	0.015501580643096124	0.6208791208791209	0.6531208239867897
broad	broad	train	lysS	0.4370835438311814	0.3351172605989879	0.23626373626373626	0.2907877740857595
broad	broad	train	metS	0.04134226737172355	0.043257391468381146	0.5714285714285714	0.5671148716583971
broad	broad	train	mnaA	0.004107709360574612	0.0018968743114219449	0.7362637362637362	0.7741180029063762
broad	broad	train	mraY	0.437926701828534	0.19527618421087006	0.15897435897435896	0.26242262570417946
broad	broad	train	mreB	0.16378383307949312	2.7674070952336635e-08	0.28136752136752136	0.8545185672875311
broad	broad	train	mreC	0.020990657408603012	0.002993025523771895	0.4502564102564102	0.5589802866134961
broad	broad	train	mreD	0.0011005780070111168	5.6917947977751314e-08	0.6034188034188035	0.8448295303487642
broad	broad	train	murAA	0.8445023706449684	0.3937623410244502	0.06043956043956044	0.2585169600982962
broad	broad	train	murB	0.680785475070949	0.001951180037904702	0.12637362637362637	0.7728463213720566
broad	broad	train	murC	0.009509496050393583	0.056831742169028844	-0.6868131868131868	-0.539917342327607
broad	broad	train	murD	0.17027813735611166	0.0034488927659035943	0.2772649572649572	0.5521499417350708
broad	broad	train	murE	0.00012977061090720262	3.592105625705913e-05	-0.6806837606837607	-0.7182840672223948
broad	broad	train	murF	0.16797834614789645	0.04672175921866858	0.40659340659340654	0.5596492777805224
broad	broad	train	murG	9.106165978404392e-05	2.292371528994178e-05	0.6916239316239315	0.7301768902438059
broad	broad	train	nrdF	4.058278462992159e-07	8.987987886003775e-05	0.8147008547008547	0.6920186465088358
broad	broad	train	nrdI	0.005536115775787642	0.0006620316258752256	0.7197802197802198	0.8164034981656779
broad	broad	train	nusA	0.013165575845550252	0.0038608658020023445	0.6648351648351648	0.7395479989052673
broad	broad	train	obg	0.02516711655189929	0.02488967309040085	0.6153846153846153	0.6163014876308072
broad	broad	train	panB	2.161304329781481e-06	1.3712919204299325e-05	0.7839316239316239	0.74307099489773
broad	broad	train	parC	0.0002476059592647499	0.0006162935820485558	0.6594871794871794	0.6265121667964525
broad	broad	train	parE	0.0191181137774633	0.004753125903662397	0.6373626373626374	0.7283440722807094
broad	broad	train	patA	0.12233188767803571	0.0506053012529307	0.4505494505494505	0.5517390492922465
broad	broad	train	pbpB	0.39428401739736163	0.23762676828170215	-0.2582417582417582	-0.3524005813798186
broad	broad	train	pcrA	2.343844523605749e-09	7.516945575932156e-08	0.8830769230769231	0.8409081730100751
broad	broad	train	perR	4.565437440744702e-05	1.2177658943571273e-06	0.8901098901098902	0.9442317898107278
broad	broad	train	pgk	0.0006360744047572746	6.636122331496687e-05	0.6252991452991452	0.7010170560437314
broad	broad	train	pgsA	0.0004502862955462125	2.042554100325812e-06	0.8296703296703297	0.9386111703168816
broad	broad	train	pheS	0.7343037452877026	0.08435560955999628	0.1043956043956044	0.49652173737617417
broad	broad	train	pheT	0.0005302228375973583	6.849675207770377e-05	0.8241758241758241	0.8813207543705849
broad	broad	train	plsC	0.00014744785947619764	0.00024951436274325264	0.8626373626373626	0.8480398019012924
broad	broad	train	plsX	0.003964171913999594	4.4025032305647414e-05	0.5452991452991452	0.7126952661184144
broad	broad	train	plsY	1.638156032756576e-06	6.531288421835916e-05	0.7894017094017093	0.7014806351070345
broad	broad	train	polC	0.015348516732105476	5.66326958980895e-05	0.6538461538461539	0.8855294727371394
broad	broad	train	ppaC	4.607427269933694e-06	2.6562669724994156e-06	0.9285714285714285	0.9355373631888225
broad	broad	train	proS	1.722738670133481e-05	1.7428339332336186e-05	0.7374358974358974	0.7371456670767634
broad	broad	train	prs	0.00014744785947619764	0.0009164621604570779	0.8626373626373626	0.8043413929037517
broad	broad	train	prsA	0.003701313735752625	1.3452912919006716e-06	0.7417582417582418	0.9431918546978996
broad	broad	train	pyrG	0.0006248575076233777	1.565027868234677e-05	0.625982905982906	0.739824445793119
broad	broad	train	pyrH	0.005023237655349916	0.00012652962674716234	0.7252747252747254	0.8665989499065792
broad	broad	train	racE	0.004665976151383715	1.383614369975916e-07	0.5370940170940172	0.8319243977751175
broad	broad	train	ribC	0.0013383344447289716	0.011577959737034245	0.5952136752136752	0.4872662299272217
broad	broad	train	rnc	0.00010890953539604844	0.001511492336365167	0.6861538461538461	0.5899969674821035
broad	broad	train	rnpA	0.008000717411226549	0.008529948248495244	0.6978021978021978	0.6937806821905176
broad	broad	train	rodA	0.002376614797908445	0.0014484416694604773	0.7637362637362637	0.78588208197314
broad	broad	train	rplC	0.929011729160351	0.9823212405186019	0.027472527472527472	-0.006834435930614948
broad	broad	train	rplE	0.004107709360574612	0.005921104698520376	0.7362637362637362	0.715907580020555
broad	broad	train	rplF	8.218838697506632e-06	1.1834578149737087e-06	0.7552136752136751	0.7956224157839525
broad	broad	train	rplJ	0.3636749816401784	0.039876762358152504	0.2747252747252747	0.5748281445337915
broad	broad	train	rplL	0.023996626972053965	0.9359774863597101	-0.44136752136752133	-0.016567102585404538
broad	broad	train	rplM	0.5532950092839335	0.07761867811368559	0.18131868131868134	0.5061003751807662
broad	broad	train	rplNA	0.010340409451492895	0.017774044436428275	0.6813186813186813	0.6429355518466945
broad	broad	train	rplO	4.454386938105326e-06	6.539026774142871e-08	0.7688888888888888	0.84288638304175
broad	broad	train	rplP	9.106165978404392e-05	4.349584607870415e-05	0.6916239316239315	0.7130311248956313
broad	broad	train	rplQ	0.057634433470466075	0.0008561712561308258	0.5384615384615384	0.8069346524134173
broad	broad	train	rplR	1.1041374494050405e-06	3.6163983955259355e-07	0.7969230769230767	0.816635512444557
broad	broad	train	rplS	0.07074904067496371	6.651237035538924e-05	0.5164835164835164	0.8819817145775496
broad	broad	train	rplT	0.003326741383429984	0.2742317818611894	0.7472527472527472	0.32779692972744834
broad	broad	train	rplU	0.006681784135857957	0.0022943500843466648	0.7087912087912087	0.7653925336721042
broad	broad	train	rplV	0.0005510417535198174	0.015054791703882471	0.6307692307692306	0.47141130440715395
broad	broad	train	rplW	0.493621819356885	0.9245998485845899	0.2087912087912088	0.029184172294903072
broad	broad	train	rplX	0.16175105277252633	0.02917410133728093	0.41208791208791207	0.6029060568268202
broad	broad	train	rpmC	4.597379467846204e-06	1.541952570413261e-07	0.768205128205128	0.8302720381327526
broad	broad	train	rpmD	2.7816340398921218e-05	6.064481864640574e-05	0.7251282051282051	0.7036282344601192
broad	broad	train	rpoB	3.0484375818930995e-09	1.3807415085704922e-08	0.8803418803418802	0.8632470914978578
broad	broad	train	rpoC	0.07803332731018388	0.032970621076467484	0.5054945054945055	0.5921963436865622
broad	broad	train	rpsB	0.00011910255980042727	5.317190807292932e-07	0.8681318681318682	0.9521660133500303
broad	broad	train	rpsC	0.0005302228375973583	0.0012875984615539605	0.8241758241758241	0.7908040503025755
broad	broad	train	rpsD	6.523096145960043e-07	3.194899126362302e-07	0.8064957264957264	0.8186904762095191
broad	broad	train	rpsE	1.1988432116146534e-05	0.00016821157319475862	0.7463247863247863	0.6723711541181447
broad	broad	train	rpsF	0.0001809340887252406	9.294246082136725e-05	0.8571428571428571	0.8742253853232682
broad	broad	train	rpsG	0.0029822333891698486	0.002470631706127174	0.7527472527472527	0.761897168000585
broad	broad	train	rpsH	0.0015690773751651553	0.00017005516858046863	0.5883760683760684	0.6720161788886825
broad	broad	train	rpsI	3.1635343694340415e-05	4.634544102326461e-06	0.7217094017094016	0.7680305291951611
broad	broad	train	rpsJ	3.0230115328317694e-06	5.310276215293651e-07	0.777094017094017	0.8101003843121396
broad	broad	train	rpsK	0.011225245577668611	0.08045948636219617	0.6758241758241759	0.5019936220320397
broad	broad	train	rpsL	0.056106541458045896	0.0030234155394035546	0.3791452991452991	0.558498282719478
broad	broad	train	rpsM	0.6030877531318972	0.36867160182304337	0.15934065934065936	0.2719857519062653
broad	broad	train	rpsNA	0.003751123975851562	0.0008914430578553019	0.548034188034188	0.612019277390835
broad	broad	train	rpsO	7.603579523184763e-07	5.2340599562309296e-05	0.8037606837606838	0.7078387849694252
broad	broad	train	rpsP	1.8782484299388895e-06	3.1272190310019434e-07	0.9395604395604396	0.956635009831097
broad	broad	train	rpsQ	0.02198860240988966	0.003253349911159837	0.6263736263736264	0.7483849432574077
broad	broad	train	rpsS	1.1988432116146534e-05	4.483561850097652e-07	0.7463247863247863	0.8130102359168543
broad	broad	train	scpA	0.00240567138062948	0.0004589132672101166	0.5692307692307692	0.637596937785368
broad	broad	train	secA	0.00022021941625366222	2.9928958699790397e-05	0.8516483516483516	0.8985402641255615
broad	broad	train	secE	0.0009687789139250084	3.765072582115633e-05	0.8021978021978022	0.8940449713422242
broad	broad	train	secY	0.002950729584936458	7.451247710359445e-06	0.5596581196581196	0.7574634562293205
broad	broad	train	serS	4.058278462992159e-07	1.4882398880744438e-08	0.8147008547008547	0.8623334682424569
broad	broad	train	sigA	0.0021122295993498776	0.0006961311890576972	0.7692307692307693	0.814594359922698
broad	broad	train	smc	0.026877834421252016	0.0030087885791866996	0.6098901098901099	0.7523066951735977
broad	broad	train	spsF	0.12752383613843676	0.0464953408213139	0.4450549450549451	0.5601248036792691
broad	broad	train	ssbA	0.0026660786121372876	0.0044956016013208405	0.7582417582417583	0.7313981816450418
broad	broad	train	tagA	0.02353816709643306	0.06617270235823089	0.6208791208791209	0.5237987993969994
broad	broad	train	tagD	1.0	0.25558800158299827	0.0	0.34006629361101065
broad	broad	train	tagF	5.159766105098343e-07	1.3802014770836412e-06	0.8105982905982906	0.792705934913379
broad	broad	train	tagG	0.02867270567140696	0.03484161211908595	0.6043956043956044	0.587247789463594
broad	broad	train	tagH	0.0001508295375796057	4.5233003302128675e-06	0.6758974358974358	0.7685569477132953
broad	broad	train	tagO	0.0004503527632253327	4.436328834753946e-05	0.6382905982905983	0.7124824532334323
broad	broad	train	tkt	0.004728929498047983	9.918133568054822e-06	0.5364102564102563	0.750834110598461
broad	broad	train	tmk	6.609564200310714e-08	6.326561256815348e-06	0.8427350427350427	0.7611655095543063
broad	broad	train	trmU	4.565437440744702e-05	5.42154666656142e-06	0.8901098901098902	0.9263689965195765
broad	broad	train	trpS	1.2328498228777563e-08	5.578977370099161e-08	0.8646153846153846	0.8451077280457786
broad	broad	train	trxB	0.00026601205575225274	0.0003214291516212171	0.8461538461538461	0.8404325488524973
broad	broad	train	tufA	0.00037314034824430757	0.001348694136582667	0.6451282051282051	0.594885664950118
broad	broad	train	tyrS	0.16175105277252633	0.09004926151737427	0.41208791208791207	0.4888310138170775
broad	broad	train	uppS	0.0029822333891698486	0.020344652921940026	0.7527472527472527	0.6325264875809793
broad	broad	train	valS	0.00010188490144788047	4.424461967688886e-05	0.6882051282051281	0.7125569491722522
broad	broad	train	walR	0.24662526251007164	0.14793615545517638	0.34615384615384615	0.4247855048967141
broad	broad	train	ydiB	0.0001242503505790513	8.576878694879823e-06	0.682051282051282	0.7542277858087882
broad	broad	train	ydiC	1.949778808780568e-06	2.7301359298141063e-05	0.785982905982906	0.7256206941470317
broad	broad	train	ydiO	0.0024778166524245986	3.0264120416459546e-05	0.5678632478632477	0.7228925617831627
broad	broad	train	ydiP	8.70248550529468e-05	5.1753780517507747e-05	0.6929914529914529	0.7081582191191751
broad	broad	train	yhdK	1.949778808780568e-06	1.6999534765531695e-06	0.785982905982906	0.7886798974859669
broad	broad	train	yneF	1.3954744304089757e-07	1.4626085421026492e-08	0.8317948717948718	0.8625457500238416
broad	broad	train	yqeG	0.001652500657442955	0.029366988853674	0.7802197802197801	0.6023380319446239
broad	broad	train	ysxB	0.057634433470466075	0.08113597651908576	0.5384615384615384	0.5010305559596097
broad	broad	train	ysxC	0.00031907124069371434	0.0001917906907541882	0.8406593406593407	0.8555362496881886
broad	broad	train	yumC	1.3805977951239306e-05	2.431010616049269e-08	0.7429059829059829	0.8561898406211926
broad	broad	train	ywlF	6.66307550682022e-06	2.684223042309031e-06	0.76	0.7795436602120352
broad	broad	train	yxxG	1.8693005003810123e-05	0.00016383655052292073	0.7353846153846154	0.6732274229063302
broad	broad	test	accB	0.35376363563367896	0.015466911408364897	0.2802197802197803	0.653284640118498
broad	broad	test	accC	0.013165575845550252	0.0674344853511004	0.6648351648351648	0.521747245792835
broad	broad	test	accD	0.00026601205575225274	0.0012018969616115053	0.8461538461538461	0.7936266869603471
broad	broad	test	alaS	0.07074904067496371	0.0011532961832872103	0.5164835164835164	0.7952982991333045
broad	broad	test	alrA	0.003701313735752625	6.390332817003992e-05	0.7417582417582418	0.8828752147962259
broad	broad	test	dapB	0.0003802080801851202	0.0017577644515410706	0.8351648351648352	0.7775104102758802
broad	broad	test	dapG	0.35376363563367896	0.045628886984031176	0.2802197802197803	0.5619600590076477
broad	broad	test	dapH	0.011461339172620122	0.02290108498411477	0.4878632478632478	0.44449642461929584
broad	broad	test	ddl	0.015348516732105476	0.028874562914562026	0.6538461538461539	0.6037936434760922
broad	broad	test	dnaE	1.770414497102685e-05	8.784920520801738e-08	0.7367521367521367	0.8386636649661336
broad	broad	test	dnaG	0.0004502862955462125	2.5433695176652625e-08	0.8296703296703297	0.9726751147198633
broad	broad	test	dnaI	7.078221672567573e-06	4.756560255924061e-06	0.7586324786324786	0.7674659665772637
broad	broad	test	dnaN	0.002376614797908445	0.002746192215433678	0.7637362637362637	0.7568034719590223
broad	broad	test	dnaX	0.0004502862955462125	9.803887403275604e-05	0.8296703296703297	0.8729392175289654
broad	broad	test	dxs	0.23092986230203402	0.1998862876787493	0.35714285714285715	0.38030471280089134
broad	broad	test	fabG	0.06729171199351018	0.04401430860860131	0.521978021978022	0.5654479429756739
broad	broad	test	fabZ	0.4820544547023683	0.3903654559598065	0.21428571428571427	0.2603135746152911
broad	broad	test	fbaA	0.06073650306561792	0.00015622250228614925	0.532967032967033	0.8611084200284649
broad	broad	test	ffh	0.0006209883849300375	3.1622811645199485e-05	0.8186813186813187	0.8974804644939447
broad	broad	test	ftsE	0.06073650306561792	0.03751650482025781	0.532967032967033	0.5804987777041408
broad	broad	test	ftsL	4.565437440744702e-05	0.000529111476806384	0.8901098901098902	0.8242475675900416
broad	broad	test	ftsW	0.03899262343244829	0.00980912264572679	0.576923076923077	0.6847913287924196
broad	broad	test	ftsY	0.00031907124069371434	0.001207781848470925	0.8406593406593407	0.7934278988062627
broad	broad	test	fusA	7.54456235935913e-05	0.0008271262182015325	0.8791208791208791	0.8082356142805243
broad	broad	test	gatA	4.607427269933694e-06	0.0010597318353400122	0.9285714285714285	0.7986787712912192
broad	broad	test	gcaD	0.0984901154163899	0.0012820823620067236	0.47802197802197804	0.7909812150999986
broad	broad	test	glmS	0.020990657408603012	6.86637973128042e-05	0.4502564102564102	0.70002114789549
broad	broad	test	glnA	1.1876700693699724e-06	1.0443738291897655e-08	0.7955555555555555	0.8665928464475586
broad	broad	test	glyQ	2.8016349016591618e-08	2.2743378670789342e-10	0.8543589743589743	0.9046494263838816
broad	broad	test	glyS	0.1808891631049407	0.1098040155767121	0.39560439560439564	0.4644830404680274
broad	broad	test	gyrA	0.1808891631049407	0.03701773612284637	0.39560439560439564	0.581730051055291
broad	broad	test	hisS	0.0014541896038438224	4.939508015922751e-05	0.7857142857142857	0.8884585399724055
broad	broad	test	holA	0.08186423116569437	0.24783268209761655	0.5	0.34532613885460667
broad	broad	test	infA	0.1556747536334745	0.0028442165563717526	0.4175824175824176	0.7550873267379944
broad	broad	test	infB	0.001652500657442955	0.003753648176776808	0.7802197802197801	0.7410252791976585
broad	broad	test	infC	0.40477407127094656	0.21051710238633264	-0.25274725274725274	0.3721379407750549
broad	broad	test	iscS	9.906225317564678e-06	4.773185540440594e-05	0.9175824175824175	0.8891799313413242
broad	broad	test	ispH	0.0005302228375973583	5.326625237635026e-08	0.8241758241758241	0.9687007399633801
broad	broad	test	ligA	0.13286024415692976	0.002121148710839729	0.43956043956043955	0.769036905067621
broad	broad	test	lysS	0.0014541896038438224	0.0017423244171489648	0.7857142857142857	0.7778997389981865
broad	broad	test	metS	0.0009687789139250084	0.01784332252589319	0.8021978021978022	0.6426407481784899
broad	broad	test	murAA	0.3249215884859752	0.004694457048578927	0.2967032967032967	0.7290284266228273
broad	broad	test	murB	0.5290679872349875	0.00946876801720213	0.19230769230769232	0.6870917377724326
broad	broad	test	murC	2.613862202954826e-05	0.0015702072531387562	0.901098901098901	0.7824335776610539
broad	broad	test	murF	0.24662526251007164	0.08881147663282231	-0.34615384615384615	-0.49047381647830035
broad	broad	test	nrdE	2.7368887527878625e-06	1.3482592449954545e-05	0.7791452991452991	0.7434837386958189
broad	broad	test	nusA	0.2547064607541252	0.02293744859579628	0.34065934065934067	0.6229764141819415
broad	broad	test	obg	0.0009687789139250084	0.0005438020505931624	0.8021978021978022	0.8233086879921793
broad	broad	test	panC	6.08105154023691e-06	2.6141900467687688e-05	0.762051282051282	0.7267604194239585
broad	broad	test	panD	0.004421206698992582	0.003280828162806324	0.5398290598290598	0.5545732684318158
broad	broad	test	parE	0.2974384220710292	0.6008689896586914	0.3131868131868132	0.16030426640970072
broad	broad	test	patA	0.37373304228189164	0.40095918873972886	0.2692307692307692	0.254736848087523
broad	broad	test	pbpB	0.0014541896038438224	0.00015929628132696573	0.7857142857142857	0.8605890251310685
broad	broad	test	pgm	0.003909970026097234	0.008447848539107851	0.545982905982906	0.5053856269423782
broad	broad	test	pgsA	0.13286024415692976	0.03673513664996586	0.43956043956043955	0.5824330418441835
broad	broad	test	pheS	0.011225245577668611	0.04451682238968159	0.6758241758241759	0.5643526552497276
broad	broad	test	plsC	0.0014541896038438224	0.06450182236950279	0.7857142857142857	0.5265583178737023
broad	broad	test	polC	0.0009687789139250084	2.3426448895736267e-06	0.8021978021978022	0.9370265342162097
broad	broad	test	ppaC	0.00022021941625366222	0.0005266895724287245	0.8516483516483516	0.8244043264253211
broad	broad	test	prs	0.8585042942308735	0.04114340778209898	-0.054945054945054944	0.5718847061968729
broad	broad	test	rbgA	0.013165575845550252	0.0011321320517196358	0.6648351648351648	0.7960435665091192
broad	broad	test	rodA	0.005023237655349916	0.004719591294735288	0.7252747252747254	0.728734441059496
broad	broad	test	rplB	0.9484559205883564	0.6814011415655348	0.013333333333333332	0.08452870012638794
broad	broad	test	rplD	0.7478683035983906	0.4971543508797859	0.09890109890109891	0.2071250869857715
broad	broad	test	rplE	5.9057452171910124e-05	3.5111904468360535e-05	0.8846153846153846	0.8954337737854219
broad	broad	test	rplJ	0.003701313735752625	0.018791121627238668	0.7417582417582418	0.638690849102007
broad	broad	test	rplM	0.00014744785947619764	5.3185276021477725e-06	0.8626373626373626	0.9266322640460304
broad	broad	test	rplNA	0.06729171199351018	0.006673174050594002	0.521978021978022	0.7088681965288413
broad	broad	test	rplQ	0.2547064607541252	0.07240452091690502	0.34065934065934067	0.5139190374309308
broad	broad	test	rplS	0.0006209883849300375	0.00013753314434922042	0.8186813186813187	0.8644549388886029
broad	broad	test	rplU	0.03252444027009699	0.0013590440636397241	0.5934065934065934	0.788561491626435
broad	broad	test	rplW	0.6415164215860882	0.23010332909576778	0.14285714285714285	0.3577339064218926
broad	broad	test	rplX	0.4593051427250058	0.12333054292535413	0.22527472527472525	0.4494806885785126
broad	broad	test	rpmA	0.0984901154163899	0.01621329515553061	0.47802197802197804	0.6498170533608079
broad	broad	test	rpoA	0.0012343756434819004	0.0001509907372875091	0.5986324786324786	0.6758631268814237
broad	broad	test	rpsB	0.08582353060960755	0.06927773670009646	0.4945054945054945	0.5187982082180089
broad	broad	test	rpsC	0.003326741383429984	1.1208324206447211e-05	0.7472527472527472	0.9156527443039675
broad	broad	test	rpsF	0.0014541896038438224	1.8581016121299835e-05	0.7857142857142857	0.9072545969726351
broad	broad	test	rpsG	0.8725444288811492	0.05301546686885429	-0.049450549450549455	0.5470461859638278
broad	broad	test	rpsK	0.11728306543614495	0.3593288309462122	-0.45604395604395603	-0.2771245851443161
broad	broad	test	rpsM	0.0011136526522685867	0.00014371210109010224	0.7967032967032966	0.8633104139401064
broad	broad	test	rpsP	0.0018713615028719075	2.1864334828066367e-06	0.7747252747252747	0.9378294398349737
broad	broad	test	rpsQ	0.12752383613843676	0.05591834113590913	0.4450549450549451	0.5415918162197089
broad	broad	test	rpsR	0.0001508295375796057	0.001110481328577015	0.6758974358974358	0.6030477764650077
broad	broad	test	secA	0.0006209883849300375	0.00041028383138756865	0.8186813186813187	0.8327159556576927
broad	broad	test	secE	0.0012750239017411194	0.0003788705580116409	0.7912087912087913	0.8352772609213396
broad	broad	test	sigA	9.906225317564678e-06	2.930996041050663e-05	0.9175824175824175	0.8989396010223801
broad	broad	test	ssbA	0.0003802080801851202	2.235774111574014e-05	0.8351648351648352	0.9039680520687418
broad	broad	test	tagA	0.030554114172937866	0.0007753038873494147	0.5989010989010989	0.8106490359508118
broad	broad	test	tagD	0.1556747536334745	0.008454203103046785	0.4175824175824176	0.6943443785541582
broad	broad	test	tagG	0.05177062555916269	0.07800535240336263	0.5494505494505494	0.5055353108274293
